group,location,effect_music_1_ovr,effect_music_1_mus,effect_music_1_tot,effect_music_2_ovr,effect_music_2_mus,effect_music_2_tot,effect_music_total,effect_visual_1_ovr,effect_visual_1_vis,effect_visual_1_tot,effect_visual_2_ovr,effect_visual_2_vis,effect_visual_2_tot,effect_visual_total,music_1_comp,music_1_perf,music_1_tot,music_2_comp,music_2_perf,music_2_tot,music_total,visual_1_comp,visual_1_perf,visual_1_tot,visual_2_comp,visual_2_perf,visual_2_tot,visual_total,sub_total,penalties,total,effect_music_1_judge,effect_music_2_judge,effect_visual_1_judge,effect_visual_2_judge,music_1_judge,music_2_judge,visual_1_judge,visual_2_judge,class,date
Hamilton Southeastern HS,"Fishers, IN",4.0,3.0,3.0,5.0,6.0,6.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,6.0,6.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,,4.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Pearl HS,"Pearl, MS",7.0,7.0,7.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,11.0,9.0,9.0,7.0,5.0,,5.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Lakeway Christian Academy,"White Pine, TN",5.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,5.0,14.0,12.0,12.0,2.0,2.0,2.0,6.0,8.0,6.0,8.0,1.0,1.0,1.0,3.0,6.0,,6.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Perkiomen Valley HS,"Collegeville, PA",6.0,5.0,6.0,12.0,9.0,10.0,7.0,9.0,8.0,8.0,9.0,10.0,10.0,9.0,5.0,5.0,5.0,11.0,10.0,11.0,8.0,7.0,3.0,4.0,12.0,14.0,13.0,9.0,7.0,,7.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Springboro HS,"Springboro, OH",9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,10.0,9.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,,8.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Bellevue Combined Schools,"Bellevue, NE",14.0,15.0,15.0,7.0,7.0,7.0,11.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,10.0,10.0,10.0,7.0,9.0,8.0,10.0,3.0,8.0,6.0,8.0,6.0,7.0,6.0,9.0,,9.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Hewitt-Trussville HS,"Trussville, AL",12.0,13.0,12.0,8.0,8.0,8.0,9.0,10.0,9.0,10.0,11.0,12.0,12.0,10.0,7.0,7.0,7.0,10.0,8.0,9.0,9.0,14.0,13.0,13.0,10.0,12.0,11.0,12.0,10.0,,10.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Olentangy Liberty HS,"Powell, OH",10.0,10.0,10.0,10.0,14.0,12.0,9.0,16.0,12.0,15.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,13.0,13.0,12.0,11.0,12.0,11.0,5.0,4.0,4.0,10.0,11.0,,11.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
West Milford HS,"West Milford, NJ",11.0,11.0,11.0,13.0,13.0,13.0,12.0,11.0,16.0,13.0,13.0,13.0,13.0,12.0,16.0,15.0,15.0,13.0,12.0,12.0,15.0,10.0,10.0,10.0,14.0,13.0,14.0,11.0,12.0,,12.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Mars Area HS,"Mars, PA",8.0,8.0,8.0,15.0,15.0,15.0,14.0,13.0,11.0,11.0,10.0,9.0,9.0,11.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,15.0,15.0,9.0,11.0,10.0,14.0,13.0,,13.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Enloe Magnet HS,"Raleigh, NC",15.0,12.0,13.0,11.0,12.0,11.0,13.0,12.0,13.0,12.0,16.0,16.0,16.0,16.0,11.0,14.0,14.0,8.0,11.0,10.0,11.0,16.0,16.0,16.0,13.0,15.0,15.0,16.0,14.0,,14.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Cranston Combined Schools,"Cranston, RI",16.0,16.0,16.0,14.0,11.0,14.0,15.0,15.0,15.0,16.0,14.0,14.0,14.0,15.0,9.0,9.0,9.0,15.0,15.0,15.0,13.0,15.0,11.0,12.0,15.0,10.0,12.0,13.0,15.0,,15.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Bellbrook HS,"Bellbrook, OH",13.0,14.0,14.0,16.0,16.0,16.0,16.0,14.0,14.0,14.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,14.0,14.0,16.0,16.0,16.0,15.0,16.0,,16.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Clinton HS,"Clinton, MS",4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,,1.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Choctawhatchee HS,"Fort Walton Beach, FL",2.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,,2.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
E.D. White Catholic HS,"Thibodaux, LA",1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,10.0,8.0,9.0,6.0,3.0,,3.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Dakota Combined Schools,"Macomb, MI",3.0,6.0,5.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,6.0,11.0,9.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,4.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
North Penn HS,"Lansdale, PA",9.0,7.0,8.0,3.0,6.0,5.0,7.0,10.0,10.0,11.0,7.0,6.0,7.0,8.0,3.0,4.0,3.0,9.0,8.0,8.0,6.0,8.0,6.0,6.0,1.0,1.0,1.0,4.0,5.0,,5.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Kings HS,"Kings Mills, OH",5.0,5.0,6.0,8.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,12.0,10.0,11.0,11.0,11.0,12.0,3.0,3.0,3.0,6.0,3.0,4.0,2.0,6.0,,6.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Catawba Ridge HS,"Fort Mill, SC",10.0,10.0,10.0,7.0,9.0,8.0,8.0,6.0,6.0,6.0,9.0,8.0,8.0,6.0,9.0,9.0,8.0,3.0,3.0,3.0,4.0,7.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Sycamore HS,"Cincinnati, OH",6.0,2.0,4.0,5.0,5.0,6.0,5.0,9.0,9.0,8.0,5.0,7.0,6.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,10.0,9.0,12.0,11.0,12.0,10.0,8.0,,8.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Lower Dauphin HS,"Hummelstown, PA",11.0,11.0,11.0,9.0,8.0,9.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,7.0,6.0,6.0,12.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,12.0,10.0,8.0,9.0,,9.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Owen J Roberts HS,"Pottstown, PA",8.0,9.0,9.0,10.0,10.0,10.0,9.0,8.0,11.0,10.0,12.0,14.0,13.0,11.0,11.0,13.0,12.0,13.0,9.0,9.0,11.0,12.0,13.0,12.0,11.0,10.0,11.0,11.0,10.0,,10.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Warren Central HS (MS),"Vicksburg, MS",7.0,8.0,7.0,13.0,12.0,12.0,11.0,11.0,8.0,9.0,8.0,9.0,9.0,10.0,16.0,10.0,13.0,14.0,12.0,13.0,13.0,9.0,9.0,10.0,14.0,16.0,15.0,13.0,11.0,,11.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Dassel-Cokato HS,"Cokato, MN",12.0,12.0,12.0,12.0,13.0,13.0,12.0,14.0,14.0,14.0,13.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,15.0,15.0,16.0,11.0,11.0,11.0,3.0,7.0,6.0,8.0,12.0,,12.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Mountain Ridge HS (UT),"Herriman, UT",13.0,13.0,13.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,12.0,13.0,16.0,16.0,10.0,14.0,14.0,14.0,15.0,15.0,15.0,13.0,13.0,13.0,15.0,13.0,,13.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Grand Blanc HS,"Grand Blanc, MI",14.0,14.0,14.0,15.0,15.0,15.0,14.0,12.0,12.0,12.0,16.0,16.0,16.0,13.0,12.0,14.0,14.0,15.0,16.0,16.0,15.0,13.0,14.0,14.0,9.0,9.0,8.0,12.0,14.0,,14.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Lawrence Township School District,"Indianapolis, IN",15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,8.0,11.0,6.0,6.0,6.0,7.0,14.0,12.0,13.0,15.0,14.0,14.0,14.0,15.0,,15.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Decatur Central HS,"Indianapolis, IN",16.0,16.0,16.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,13.0,14.0,15.0,5.0,5.0,5.0,8.0,13.0,12.0,9.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,,16.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
M3,"Akron, OH",2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Nomad Indoor,"Lyndora, PA",1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Lake Effect Percussion,"Gibraltar, MI",3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,5.0,6.0,6.0,4.0,3.0,,3.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
North Star Independent,"Idaho Falls, ID",6.0,8.0,7.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,7.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,4.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Kannapolis Independent,"Kannapolis, NC",4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,9.0,8.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Lakeville Area Percussion,"Lakeville, MN",5.0,5.0,5.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,5.0,5.0,7.0,6.0,,6.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Vortex Percussion,"Kalamazoo, MI",7.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,5.0,4.0,4.0,7.0,8.0,8.0,8.0,10.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,,7.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Rochester Lourdes Drumline,"Rochester, MN",8.0,9.0,9.0,4.0,10.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,,8.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Legacy Percussion,"Miami Lakes, FL",9.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,7.0,6.0,10.0,9.0,9.0,8.0,9.0,,9.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Breakwater Performing Arts,"Fruitport, MI",10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,,10.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Carolina Storm Indoor Percussion,"Mt. Pleasant, NC",11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Quad City Percussion,"Foley, MN",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,J. Kennedy,J. Webb,J. Duke,J. Hunt,J. Merritt,L. Teel,S. Adamo,C. Craig,Percussion Independent A,2025-04-11
Clinton HS,"Clinton, MS",4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,,1.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Choctawhatchee HS,"Fort Walton Beach, FL",2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
E.D. White Catholic HS,"Thibodaux, LA",1.0,11.0,6.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,,3.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Unionville HS,"Kennett Square, PA",5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,3.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,4.0,,4.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Dakota Combined Schools,"Macomb, MI",6.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,8.0,7.0,5.0,10.0,11.0,10.0,6.0,6.0,6.0,9.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,,5.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Temple City HS,"Temple City, CA",3.0,6.0,4.0,5.0,10.0,7.0,6.0,7.0,5.0,6.0,9.0,10.0,10.0,7.0,14.0,14.0,14.0,10.0,9.0,9.0,13.0,3.0,1.0,2.0,4.0,4.0,5.0,3.0,6.0,,6.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
North Penn HS,"Lansdale, PA",11.0,9.0,11.0,7.0,6.0,6.0,7.0,12.0,12.0,12.0,5.0,6.0,5.0,9.0,2.0,2.0,2.0,13.0,13.0,13.0,6.0,9.0,10.0,9.0,3.0,5.0,4.0,6.0,7.0,,7.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Hamilton Southeastern HS,"Fishers, IN",9.0,8.0,9.0,8.0,12.0,10.0,10.0,8.0,8.0,8.0,12.0,12.0,12.0,11.0,4.0,4.0,4.0,11.0,11.0,11.0,7.0,7.0,5.0,6.0,10.0,7.0,9.0,6.0,8.0,,8.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Plainfield Combined Schools,"Plainfield, IL",7.0,10.0,8.0,11.0,7.0,9.0,8.0,11.0,11.0,11.0,8.0,5.0,6.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,10.0,9.0,12.0,10.0,10.0,9.0,,9.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Catawba Ridge HS,"Fort Mill, SC",10.0,13.0,12.0,9.0,8.0,8.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,5.0,5.0,5.0,8.0,8.0,9.0,8.0,6.0,9.0,7.0,9.0,10.0,,10.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Kings HS,"Kings Mills, OH",8.0,7.0,7.0,10.0,11.0,11.0,9.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,14.0,14.0,14.0,11.0,14.0,8.0,11.0,11.0,10.0,11.0,11.0,11.0,,11.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Pearl HS,"Pearl, MS",14.0,14.0,14.0,12.0,9.0,12.0,13.0,6.0,7.0,7.0,10.0,7.0,9.0,6.0,12.0,10.0,11.0,3.0,3.0,3.0,5.0,12.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,,12.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Sycamore HS,"Cincinnati, OH",12.0,4.0,10.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,14.0,11.0,13.0,12.0,15.0,14.0,14.0,14.0,13.0,,13.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Lakeway Christian Academy,"White Pine, TN",13.0,12.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,9.0,10.0,10.0,15.0,13.0,15.0,15.0,12.0,11.0,12.0,12.0,14.0,,14.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Lower Dauphin HS,"Hummelstown, PA",15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,7.0,6.0,6.0,15.0,15.0,15.0,12.0,15.0,12.0,14.0,14.0,15.0,15.0,15.0,15.0,,15.0,E. Argenziano,T. Sanders,M. Waymire,J. Yoo,G. Howarth,J. Pipitone,K. Kuhn (Corney),E. Martinez,Percussion Scholastic A,2025-04-11
Fishers HS,"Fishers, IN",2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
Zionsville Community HS,"Zionsville, IN",4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
Pace HS,"Pace, FL",1.0,1.0,1.0,3.0,3.0,3.0,2.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,,3.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
Union HS,"Tulsa, OK",3.0,9.0,6.0,6.0,11.0,8.0,6.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,7.0,8.0,8.0,5.0,10.0,9.0,9.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,,4.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
Fort Zumwalt Combined Schools,"O Fallon, MO",6.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,,5.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
Basha HS,"Chandler, AZ",5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,10.0,8.0,9.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,12.0,10.0,11.0,9.0,10.0,10.0,10.0,6.0,,6.0,J. Davila,T. Mascari,J. Dwyer,J. Shade,S. Johnson,T. Rarick,K. Bell,R. Hardin,Percussion Scholastic Open,2025-04-11
